10-10 10-5 First Click,10-10 10-5 Last Click,10-10 10-5 Page Submit,10-10 10-5 Click Count,10-5 10-10 First Click,10-5 10-10 Last Click,10-5 10-10 Page Submit,10-5 10-10 Click Count,10-10 10-15 First Click,10-10 10-15 Last Click,10-10 10-15 Page Submit,10-10 10-15 Click Count,10-15 10-10 First Click,10-15 10-10 Last Click,10-15 10-10 Page Submit,10-15 10-10 Click Count,10-10 15-5 First Click,10-10 15-5 Last Click,10-10 15-5 Page Submit,10-10 15-5 Click Count,15-5 10-10 First Click,15-5 10-10 Last Click,15-5 10-10 Page Submit,15-5 10-10 Click Count,10-10 15-20 First Click,10-10 15-20 Last Click,10-10 15-20 Page Submit,10-10 15-20 Click Count,15-20 10-10 First Click,15-20 10-10 Last Click,15-20 10-10 Page Submit,15-20 10-10 Click Count,ResponseID
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_1rwhHbFjC30wQts
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3qyvrRQwH9spjHj
nan,nan,nan,nan,3.829,4.597,5.289,2.0,3.338,3.338,4.053,1.0,nan,nan,nan,nan,2.853,2.853,3.937,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.24,3.24,3.995,1.0,R_2pS2vzuQN9r4wD9
11.947,11.947,13.918,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.365,3.365,4.791,1.0,nan,nan,nan,nan,5.158,5.158,6.448,1.0,nan,nan,nan,nan,5.873,5.873,6.816,1.0,R_2Cfz9Xs3L3JFnoM
1.368,2.587,2.996,3.0,nan,nan,nan,nan,1.023,1.023,1.879,1.0,nan,nan,nan,nan,nan,nan,nan,nan,11.678,11.678,12.065,1.0,nan,nan,nan,nan,12.439,13.374,14.051,2.0,R_xGvOBak04ssarcZ
3.263,3.263,4.211,1.0,nan,nan,nan,nan,nan,nan,nan,nan,9.64,9.64,10.165,1.0,8.298,8.298,8.983,1.0,nan,nan,nan,nan,13.996,13.996,14.768,1.0,nan,nan,nan,nan,R_2YWHYsMz9Pcrmky
18.28,18.28,19.654,1.0,nan,nan,nan,nan,nan,nan,nan,nan,9.412,9.412,11.425,1.0,nan,nan,nan,nan,4.397,4.397,7.186,1.0,3.981,3.981,5.777,1.0,nan,nan,nan,nan,R_31sgdlXTTt75qmn
nan,nan,nan,nan,2.785,3.753,4.505,2.0,nan,nan,nan,nan,5.242,6.395,7.851,2.0,6.611,9.179,10.034,3.0,nan,nan,nan,nan,3.269,5.646,6.188,3.0,nan,nan,nan,nan,R_1eRbXe2hX8NZbVn
2.599,4.174,5.403,2.0,nan,nan,nan,nan,nan,nan,nan,nan,12.835,13.408,14.209,2.0,2.072,2.607,5.607,2.0,nan,nan,nan,nan,7.647,15.207,16.106,4.0,nan,nan,nan,nan,R_1cUqOMYl2cGkRyH
nan,nan,nan,nan,6.885,6.885,8.415,1.0,6.804,7.836,8.212,3.0,nan,nan,nan,nan,0.678,4.398,5.11,3.0,nan,nan,nan,nan,8.471,8.471,9.142,1.0,nan,nan,nan,nan,R_1FdYxe8kxEpgW1b
nan,nan,nan,nan,1.731,3.524,3.996,3.0,1.733,5.31,5.905,3.0,nan,nan,nan,nan,2.687,8.81,9.705,3.0,nan,nan,nan,nan,nan,nan,nan,nan,3.114,5.203,6.679,3.0,R_1QEpWpnzzFFHgGx
nan,nan,nan,nan,12.397,12.397,16.131,1.0,5.407,5.407,6.17,1.0,nan,nan,nan,nan,nan,nan,nan,nan,23.514,23.514,24.17,1.0,nan,nan,nan,nan,7.847,7.847,8.401,1.0,R_2Xai2eZPhwC4FeD
11.131,11.131,12.137,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.793,10.793,11.488,1.0,3.575,3.575,4.58,1.0,nan,nan,nan,nan,nan,nan,nan,nan,12.993,12.993,13.702,1.0,R_6LNghG6q1AKaFPP
10.457,10.457,11.859,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.525,10.525,11.804,1.0,13.344,13.344,14.401,1.0,nan,nan,nan,nan,6.1,6.1,7.063,1.0,nan,nan,nan,nan,R_2rSEgMmspkTLWVR
nan,nan,nan,nan,6.234,9.163,15.385,2.0,2.78,2.78,5.4,1.0,nan,nan,nan,nan,nan,nan,nan,nan,8.826,8.826,13.191,1.0,8.237,8.237,22.53,1.0,nan,nan,nan,nan,R_2q7vx83qqYYouDZ
6.032,6.032,6.964,1.0,nan,nan,nan,nan,nan,nan,nan,nan,26.901,26.901,28.49,1.0,8.913,8.913,9.884,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.193,10.193,16.796,1.0,R_UxskEPLLYAX0ieB
nan,nan,nan,nan,9.574,9.574,10.385,1.0,nan,nan,nan,nan,10.238,10.238,11.167,1.0,nan,nan,nan,nan,27.499,27.499,30.172,1.0,3.478,3.478,16.521,1.0,nan,nan,nan,nan,R_1q3Uy02vqHtRzrv
nan,nan,nan,nan,4.127,13.125,13.655,5.0,nan,nan,nan,nan,1.526,4.687,5.875,3.0,0.815,3.811,5.345,3.0,nan,nan,nan,nan,1.671,6.108,6.642,4.0,nan,nan,nan,nan,R_QcuSPsgw4zK5OP7
nan,nan,nan,nan,6.038,20.84,26.008,6.0,nan,nan,nan,nan,3.668,21.195,22.737,3.0,nan,nan,nan,nan,8.909,15.237,22.084,2.0,10.195,27.091,34.541,3.0,nan,nan,nan,nan,R_1eKRHKuziYkVEC8
36.73,36.73,38.194,1.0,nan,nan,nan,nan,1.974,1.974,2.748,1.0,nan,nan,nan,nan,73.59,73.59,75.426,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.439,11.78,95.78,2.0,R_2BeSjNEJEUwUuHC
11.217,11.217,12.866,1.0,nan,nan,nan,nan,5.97,5.97,7.955,1.0,nan,nan,nan,nan,7.424,7.424,8.289,1.0,nan,nan,nan,nan,nan,nan,nan,nan,14.569,14.569,15.619,1.0,R_3HUpMx7iEdESVQZ
nan,nan,nan,nan,6.535,6.535,7.241,1.0,nan,nan,nan,nan,14.015,14.015,15.343,1.0,nan,nan,nan,nan,6.773,6.773,7.796,1.0,9.859,9.859,10.561,1.0,nan,nan,nan,nan,R_3EQJesYKRyuJAdC
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2CxlkFeeSimAE0Q
0.862,2.278,3.18,2.0,nan,nan,nan,nan,1.117,3.135,5.444,3.0,nan,nan,nan,nan,2.187,14.602,17.729,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1.073,2.224,4.533,2.0,R_uqrAwFZ1OkZDvkl
4.12,4.12,6.086,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.119,2.119,2.835,1.0,nan,nan,nan,nan,2.284,2.284,3.468,1.0,2.088,2.088,2.804,1.0,nan,nan,nan,nan,R_1C4030oAWYZrpJz
5.873,5.873,6.763,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.726,6.726,7.782,1.0,nan,nan,nan,nan,14.74,14.74,16.16,1.0,nan,nan,nan,nan,6.793,6.793,8.538,1.0,R_3kzFCIFQLBuDwHe
nan,nan,nan,nan,1.823,6.842,9.349,3.0,4.773,16.964,17.588,4.0,nan,nan,nan,nan,9.331,28.697,34.013,8.0,nan,nan,nan,nan,1.241,10.987,11.418,3.0,nan,nan,nan,nan,R_3qWPiiM6gCWGasm
nan,nan,nan,nan,2.46,2.46,2.986,1.0,15.932,15.932,17.338,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.896,3.858,4.616,2.0,8.084,8.084,8.838,1.0,nan,nan,nan,nan,R_qQtiYJWj3hFvQVH
nan,nan,nan,nan,1.697,3.531,3.561,3.0,1.008,10.909,11.463,8.0,nan,nan,nan,nan,0.871,1.786,2.286,2.0,nan,nan,nan,nan,1.198,2.764,3.4,3.0,nan,nan,nan,nan,R_tM8ynko43mHDHqh
4.663,4.663,6.3,1.0,nan,nan,nan,nan,nan,nan,nan,nan,9.295,9.295,10.767,1.0,nan,nan,nan,nan,12.442,12.442,17.178,1.0,nan,nan,nan,nan,5.469,5.469,6.66,1.0,R_22VzTz2C2gjK4wz
2.7,23.4,24.189,11.0,nan,nan,nan,nan,nan,nan,nan,nan,3.177,10.402,11.076,3.0,nan,nan,nan,nan,1.821,7.182,8.179,5.0,2.079,8.462,9.565,5.0,nan,nan,nan,nan,R_SBrp1JFp4xOQDgB
nan,nan,nan,nan,3.669,3.669,4.858,1.0,2.147,2.147,3.085,1.0,nan,nan,nan,nan,2.348,2.348,3.583,1.0,nan,nan,nan,nan,nan,nan,nan,nan,12.415,12.415,13.48,1.0,R_3j3ggIRriU9CJvx
nan,nan,nan,nan,0.837,6.039,6.955,4.0,3.897,11.008,12.367,3.0,nan,nan,nan,nan,0.765,4.103,5.477,3.0,nan,nan,nan,nan,0.744,17.916,18.795,9.0,nan,nan,nan,nan,R_3lWWrVe1P6qMog9
nan,nan,nan,nan,13.754,13.754,14.601,1.0,12.284,12.284,13.348,1.0,nan,nan,nan,nan,nan,nan,nan,nan,36.648,36.648,38.742,1.0,nan,nan,nan,nan,26.812,26.812,28.979,1.0,R_byM9QgOHuB6mXv3
1.637,25.837,26.373,6.0,nan,nan,nan,nan,nan,nan,nan,nan,0.917,5.888,6.409,3.0,nan,nan,nan,nan,4.885,19.804,20.915,3.0,nan,nan,nan,nan,3.06,17.131,17.768,5.0,R_6JUgAYGQwvdW31n
17.025,17.025,19.182,1.0,nan,nan,nan,nan,22.695,22.695,29.002,1.0,nan,nan,nan,nan,11.379,11.379,13.338,1.0,nan,nan,nan,nan,9.134,9.134,10.337,1.0,nan,nan,nan,nan,R_1mDCuoLOqTocbmR
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_1lrVgeTrejkvMAl
nan,nan,nan,nan,15.447,15.447,18.342,1.0,9.885,9.885,12.016,1.0,nan,nan,nan,nan,28.847,35.653,36.504,3.0,nan,nan,nan,nan,nan,nan,nan,nan,8.078,8.078,10.647,1.0,R_1lzdEiDmQG0kJe3
nan,nan,nan,nan,11.808,11.808,13.05,1.0,nan,nan,nan,nan,8.153,8.153,9.762,1.0,nan,nan,nan,nan,9.377,9.377,14.394,1.0,nan,nan,nan,nan,20.791,20.791,37.004,1.0,R_21ctmLwPYBDVNJy
nan,nan,nan,nan,0.971,6.542,7.276,3.0,9.119,9.602,10.075,2.0,nan,nan,nan,nan,nan,nan,nan,nan,5.748,6.841,7.766,3.0,0.831,10.189,10.503,4.0,nan,nan,nan,nan,R_1EcBMtsc2u8Bf8V
nan,nan,nan,nan,0.832,2.048,2.301,2.0,nan,nan,nan,nan,0.24,1.136,1.401,2.0,1.032,13.92,15.601,4.0,nan,nan,nan,nan,nan,nan,nan,nan,0.94,2.452,3.0,2.0,R_3EA4LDNoeZ1Jfrv
nan,nan,nan,nan,9.262,9.262,9.865,1.0,3.116,3.116,4.289,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.052,10.052,11.383,1.0,nan,nan,nan,nan,5.176,5.176,5.976,1.0,R_ZyQ2SLxteg8EEQ9
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_9T7MCxdN8qGa97r
4.521,4.521,5.244,1.0,nan,nan,nan,nan,2.823,2.823,3.905,1.0,nan,nan,nan,nan,7.347,7.347,8.2,1.0,nan,nan,nan,nan,2.864,2.864,3.562,1.0,nan,nan,nan,nan,R_1FK8xtQwuX1aRBC
8.992,8.992,10.079,1.0,nan,nan,nan,nan,9.287,9.287,10.841,1.0,nan,nan,nan,nan,4.922,4.922,5.694,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.573,7.534,8.584,2.0,R_1FyW7P3vZgrNicI
7.453,7.453,8.18,1.0,nan,nan,nan,nan,nan,nan,nan,nan,8.703,8.703,9.354,1.0,nan,nan,nan,nan,25.247,25.247,27.254,1.0,18.587,18.587,19.267,1.0,nan,nan,nan,nan,R_3fUUfOuKJzkJply
3.426,3.426,4.063,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.398,3.398,4.592,1.0,125.779,125.779,126.816,1.0,nan,nan,nan,nan,4.932,4.932,5.541,1.0,nan,nan,nan,nan,R_12yzaP4mUhvySgT
4.289,4.289,6.47,1.0,nan,nan,nan,nan,nan,nan,nan,nan,18.778,18.778,29.055,1.0,11.063,11.063,13.95,1.0,nan,nan,nan,nan,nan,nan,nan,nan,7.835,7.835,10.6,1.0,R_AtlyrFMWCZ4S1xf
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3gDb4Be02ejLgbv
nan,nan,nan,nan,1.343,3.001,3.705,4.0,nan,nan,nan,nan,1.131,8.368,8.906,4.0,nan,nan,nan,nan,0.963,2.233,2.665,3.0,1.756,6.742,7.003,4.0,nan,nan,nan,nan,R_2R8kg16WBxg7avS
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3FJqFdZ5fHvtJLs
nan,nan,nan,nan,4.645,8.702,9.757,3.0,nan,nan,nan,nan,2.127,19.037,20.605,5.0,nan,nan,nan,nan,2.035,3.727,4.361,3.0,nan,nan,nan,nan,0.973,4.996,5.844,4.0,R_2ZDnWPUAJtIv6Oj
nan,nan,nan,nan,13.888,13.888,16.166,1.0,nan,nan,nan,nan,20.448,20.448,26.796,1.0,nan,nan,nan,nan,6.87,6.87,8.807,1.0,61.033,61.033,62.742,1.0,nan,nan,nan,nan,R_3lt5cDMkXimbiEu
nan,nan,nan,nan,4.504,5.368,5.995,2.0,nan,nan,nan,nan,2.302,2.302,3.952,1.0,3.86,3.86,4.726,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.495,3.255,10.571,2.0,R_2WTEuUSrumhowTA
nan,nan,nan,nan,2.07,8.568,9.001,6.0,1.907,10.055,11.6,4.0,nan,nan,nan,nan,2.492,7.502,8.601,5.0,nan,nan,nan,nan,nan,nan,nan,nan,3.224,34.472,35.601,20.0,R_2EnLYoKEUZz2s15
nan,nan,nan,nan,2.917,7.349,8.067,3.0,1.665,6.131,6.804,4.0,nan,nan,nan,nan,7.705,482.494,483.075,15.0,nan,nan,nan,nan,nan,nan,nan,nan,5.873,9.519,10.006,3.0,R_5cAnoV4lFMuY7DP
9.073,9.073,9.822,1.0,nan,nan,nan,nan,nan,nan,nan,nan,15.808,15.808,17.182,1.0,nan,nan,nan,nan,13.849,13.849,17.511,1.0,nan,nan,nan,nan,20.261,20.261,28.995,1.0,R_1gjq8wyVNaBssb8
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2X08wZIAeEak0aC
nan,nan,nan,nan,3.55,3.55,4.604,1.0,8.529,8.529,10.727,1.0,nan,nan,nan,nan,5.057,5.057,6.733,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.35,6.35,7.706,1.0,R_3DcDB0OJJnKYUon
0.742,2.14,2.564,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.431,1.737,2.263,3.0,nan,nan,nan,nan,0.291,1.438,2.008,2.0,0.819,2.828,3.603,2.0,nan,nan,nan,nan,R_2fD82nsB42r1aXY
1.966,5.994,6.679,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.709,7.703,8.205,2.0,nan,nan,nan,nan,1.805,1.805,2.479,1.0,2.698,4.283,4.703,2.0,nan,nan,nan,nan,R_1FFeds9xxiLlLAw
2.916,2.916,3.656,1.0,nan,nan,nan,nan,nan,nan,nan,nan,5.233,5.233,6.163,1.0,4.128,4.128,5.324,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.061,6.061,7.768,1.0,R_29iVqDH3NQ2YCGF
nan,nan,nan,nan,3.888,4.999,5.943,2.0,3.928,5.272,6.56,2.0,nan,nan,nan,nan,nan,nan,nan,nan,2.998,3.861,4.724,2.0,2.897,4.04,5.311,2.0,nan,nan,nan,nan,R_1mJdOy94uKISCb0
nan,nan,nan,nan,6.868,6.868,8.065,1.0,2.378,186.896,187.294,6.0,nan,nan,nan,nan,41.278,41.278,41.811,1.0,nan,nan,nan,nan,36.43,50.229,51.715,6.0,nan,nan,nan,nan,R_Op1S5YjLrUJJFKh
nan,nan,nan,nan,1.063,1.801,2.501,2.0,1.301,1.301,2.1,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.045,5.095,6.201,2.0,nan,nan,nan,nan,1.388,9.401,10.301,5.0,R_1ePM4yfsAv9iq0U
5.433,5.433,6.577,1.0,nan,nan,nan,nan,5.453,5.453,6.077,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.887,5.359,6.313,2.0,10.617,24.529,25.427,2.0,nan,nan,nan,nan,R_3LbFBSqooeZzBn5
nan,nan,nan,nan,2.314,2.314,2.932,1.0,3.146,3.146,4.297,1.0,nan,nan,nan,nan,3.61,3.61,5.035,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.563,4.563,6.092,1.0,R_2bH01bFFwMA8RYl
16.317,16.317,17.488,1.0,nan,nan,nan,nan,nan,nan,nan,nan,5.155,5.155,5.96,1.0,nan,nan,nan,nan,6.219,6.219,6.984,1.0,7.133,7.133,7.677,1.0,nan,nan,nan,nan,R_9EkQfPy1UAWtVwB
30.64,30.64,32.486,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.962,6.962,7.73,1.0,nan,nan,nan,nan,4.982,4.982,5.989,1.0,nan,nan,nan,nan,12.309,12.309,13.402,1.0,R_21pQOfd91hwIpw9
nan,nan,nan,nan,11.737,11.737,12.783,1.0,6.261,6.261,6.997,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.389,6.389,7.314,1.0,nan,nan,nan,nan,7.829,7.829,8.934,1.0,R_bxAkXT3Rw0gkqC5
nan,nan,nan,nan,4.573,4.573,6.543,1.0,6.135,6.135,6.875,1.0,nan,nan,nan,nan,56.353,153.172,156.721,4.0,nan,nan,nan,nan,11.753,11.753,12.348,1.0,nan,nan,nan,nan,R_3IVg7xuHGKx5cWt
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_3Pz3OKUCeKVmFAe
1.484,2.104,3.409,3.0,nan,nan,nan,nan,0.539,2.328,3.351,4.0,nan,nan,nan,nan,1.137,1.801,2.642,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1.292,2.681,3.49,3.0,R_2v8GJSLLnadg06k
3.835,3.835,4.696,1.0,nan,nan,nan,nan,3.855,4.615,5.046,2.0,nan,nan,nan,nan,3.4,3.4,6.187,1.0,nan,nan,nan,nan,2.906,2.906,4.424,1.0,nan,nan,nan,nan,R_ZDgDdTYTAN8IbQZ
5.422,6.481,7.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.908,4.101,5.096,3.0,nan,nan,nan,nan,0.844,2.021,2.6,2.0,1.135,3.301,4.364,3.0,nan,nan,nan,nan,R_Y9OGkF30HWwlIB3
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R_2RUoO4p2YEgAZ84
13.59,13.59,15.716,1.0,nan,nan,nan,nan,nan,nan,nan,nan,12.721,12.721,20.506,1.0,17.786,17.786,26.424,1.0,nan,nan,nan,nan,8.066,8.066,9.83,1.0,nan,nan,nan,nan,R_31LOgM3bGj8qGiF
9.169,9.169,10.899,1.0,nan,nan,nan,nan,9.447,9.447,12.289,1.0,nan,nan,nan,nan,12.975,12.975,14.276,1.0,nan,nan,nan,nan,9.754,9.754,11.964,1.0,nan,nan,nan,nan,R_3oZuWduBMe8dfmd
2.35,7.198,7.2,2.0,nan,nan,nan,nan,nan,nan,nan,nan,10.816,20.442,20.446,4.0,nan,nan,nan,nan,4.286,6.181,9.315,2.0,nan,nan,nan,nan,5.72,5.72,5.722,1.0,R_2PgQ5BVJD04VCdw
nan,nan,nan,nan,8.687,8.687,9.831,1.0,8.103,8.103,9.152,1.0,nan,nan,nan,nan,17.826,17.826,20.591,1.0,nan,nan,nan,nan,6.996,6.996,9.482,1.0,nan,nan,nan,nan,R_2X5VaLPlKXg5xTn
nan,nan,nan,nan,1.707,5.911,7.107,4.0,0.962,6.301,7.186,4.0,nan,nan,nan,nan,0.823,2.407,5.206,2.0,nan,nan,nan,nan,0.991,3.633,4.304,3.0,nan,nan,nan,nan,R_3KD4Z1shtzN0u1l
nan,nan,nan,nan,28.44,39.408,40.782,2.0,11.569,20.119,21.842,2.0,nan,nan,nan,nan,nan,nan,nan,nan,12.999,12.999,14.923,1.0,nan,nan,nan,nan,10.362,10.362,11.736,1.0,R_3345sFFnM9G4hEB
nan,nan,nan,nan,7.436,7.436,9.518,1.0,7.49,7.49,9.524,1.0,nan,nan,nan,nan,9.46,9.46,12.023,1.0,nan,nan,nan,nan,nan,nan,nan,nan,8.082,8.082,17.123,1.0,R_3Rt5pDm9jStSUn8
6.194,6.939,7.501,2.0,nan,nan,nan,nan,1.703,13.413,14.198,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.443,32.097,33.182,10.0,7.835,10.608,12.297,5.0,nan,nan,nan,nan,R_sEROcNnEEi0Z5Dz
nan,nan,nan,nan,2.581,2.581,3.788,1.0,5.901,5.901,6.661,1.0,nan,nan,nan,nan,6.906,6.906,7.56,1.0,nan,nan,nan,nan,2.969,2.969,3.536,1.0,nan,nan,nan,nan,R_1LnbDLsQYueWc6C
1.111,4.024,5.6,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.749,2.686,3.227,3.0,nan,nan,nan,nan,0.366,5.128,5.508,2.0,nan,nan,nan,nan,2.123,8.277,10.433,4.0,R_2rTJuuHLucOfSGf
nan,nan,nan,nan,4.981,4.981,5.973,1.0,nan,nan,nan,nan,9.001,9.001,9.836,1.0,9.351,9.351,11.461,1.0,nan,nan,nan,nan,nan,nan,nan,nan,4.347,4.347,5.012,1.0,R_1Dx2bQHW3VBUEun
nan,nan,nan,nan,6.253,24.3,24.703,3.0,2.622,7.207,7.807,2.0,nan,nan,nan,nan,nan,nan,nan,nan,1.312,2.304,3.524,2.0,0.574,9.702,10.502,7.0,nan,nan,nan,nan,R_r2pZWDS2wvwInmh
nan,nan,nan,nan,1.005,2.325,3.088,2.0,nan,nan,nan,nan,0.241,0.953,1.308,2.0,0.282,11.623,11.961,3.0,nan,nan,nan,nan,nan,nan,nan,nan,0.413,15.409,15.833,5.0,R_XhpVdVloNOIWjSN
1.769,1.769,2.615,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.476,2.476,3.251,1.0,nan,nan,nan,nan,1.748,1.748,2.705,1.0,nan,nan,nan,nan,7.227,7.227,8.174,1.0,R_1IW1g3elVJhylyo
nan,nan,nan,nan,0.82,2.403,5.201,3.0,nan,nan,nan,nan,0.868,1.849,2.502,3.0,0.596,2.657,5.396,4.0,nan,nan,nan,nan,0.915,2.895,3.368,4.0,nan,nan,nan,nan,R_ZL9FCkCVFItgdvX
1.428,6.854,8.03,4.0,nan,nan,nan,nan,2.049,8.574,9.303,4.0,nan,nan,nan,nan,nan,nan,nan,nan,1.437,6.402,8.007,4.0,1.466,9.99,12.262,5.0,nan,nan,nan,nan,R_5bCxiJm5rJyRrsR
0.784,6.553,11.981,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0.39,1.617,2.697,3.0,0.436,1.525,2.101,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.814,2.494,3.094,2.0,R_1ibqq1La8nJ14vk
0.974,1.793,2.264,2.0,nan,nan,nan,nan,nan,nan,nan,nan,14.602,18.059,18.652,6.0,1.204,2.057,2.46,2.0,nan,nan,nan,nan,1.545,4.099,4.627,2.0,nan,nan,nan,nan,R_Uu7ZBFG7Pp9m4qB
1.784,3.06,3.661,2.0,nan,nan,nan,nan,0.19,0.19,1.289,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.503,1.182,2.068,2.0,5.075,5.859,6.666,2.0,nan,nan,nan,nan,R_2XjJqyJmW9cqxuQ
2.879,2.879,3.763,1.0,nan,nan,nan,nan,4.475,4.475,7.687,1.0,nan,nan,nan,nan,nan,nan,nan,nan,3.593,3.593,4.413,1.0,3.013,3.013,4.321,1.0,nan,nan,nan,nan,R_1QhkE1waVB1gV7z
nan,nan,nan,nan,0.832,1.5,2.19,2.0,nan,nan,nan,nan,0.267,1.532,2.12,3.0,nan,nan,nan,nan,0.057,1.305,2.205,3.0,nan,nan,nan,nan,0.196,1.501,2.61,3.0,R_2UY46oywWScTCPm
0.631,1.498,1.89,2.0,nan,nan,nan,nan,nan,nan,nan,nan,0.64,2.16,2.693,4.0,0.199,0.915,1.207,2.0,nan,nan,nan,nan,0.631,1.316,1.683,2.0,nan,nan,nan,nan,R_2c0oVcqzhwzTFPC
nan,nan,nan,nan,8.471,8.471,9.208,1.0,nan,nan,nan,nan,10.576,10.576,12.399,1.0,3.938,3.938,5.555,1.0,nan,nan,nan,nan,nan,nan,nan,nan,10.754,10.754,11.753,1.0,R_3Jz4pRrCvLkrYNB
nan,nan,nan,nan,8.933,8.933,10.235,1.0,3.892,29.467,30.328,3.0,nan,nan,nan,nan,10.676,10.676,11.365,1.0,nan,nan,nan,nan,6.708,6.708,7.297,1.0,nan,nan,nan,nan,R_3kdpf0yfAWq623b
nan,nan,nan,nan,4.884,4.884,6.437,1.0,nan,nan,nan,nan,3.771,3.771,6.074,1.0,13.657,13.657,17.785,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6.688,6.688,7.741,1.0,R_3pt0GFRbYERVVCQ
nan,nan,nan,nan,0.71,1.301,1.601,2.0,0.771,5.344,5.785,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0.282,0.801,1.101,2.0,nan,nan,nan,nan,0.604,1.1,1.561,2.0,R_28MNuizAjIDyGZB
nan,nan,nan,nan,1.932,1.932,2.82,1.0,21.298,21.298,21.953,1.0,nan,nan,nan,nan,5.541,5.541,7.62,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.418,2.418,3.112,1.0,R_3MfKwr4XrJJNW94
nan,nan,nan,nan,7.285,7.285,8.203,1.0,7.839,7.839,8.699,1.0,nan,nan,nan,nan,nan,nan,nan,nan,9.38,9.38,10.478,1.0,14.672,14.672,18.364,1.0,nan,nan,nan,nan,R_2eWicVplejrF7hX
2.795,10.508,10.796,6.0,nan,nan,nan,nan,7.329,8.995,9.485,4.0,nan,nan,nan,nan,4.521,7.003,7.561,4.0,nan,nan,nan,nan,4.437,10.451,10.912,5.0,nan,nan,nan,nan,R_RFtCeXnplz2Xf2x
1.385,3.313,4.2,3.0,nan,nan,nan,nan,0.952,0.952,1.701,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5,1.414,2.383,2.0,0.873,1.916,2.744,2.0,nan,nan,nan,nan,R_2yg6EiBItxKkphE
